WS_client_id,WS_Account_code,TRANDATE,SETDATE,Tran_Type,Tran_Desc,Security_Type,Security_Type_Description,DETAILTYPENAME,ISIN,Security_code,Security_Name,EXCHG,BROKERCODE,Depository_Registrar,DPID_AMC,Dp_Client_id_Folio,BANKCODE,BANKACID,QTY,RATE,BROKERAGE,SERVICETAX,NETRATE,Net_Amount,STT,TRFDATE,TRFRATE,TRFAMT,TOTAL_TRXN_FEE,TOTAL_TRXN_FEE_STAX,Txn_Ref_No,DESCMEMO,CHEQUENO,CHEQUEDTL,PORTFOLIOID,DELIVERYDATE,PAYMENTDATE,ACCRUEDINTEREST,ISSUER,ISSUERNAME,TDSAMOUNT,STAMPDUTY,TPMSGAIN,RMID,RMNAME,ADVISORID,ADVISORNAME,BRANCHID,BRANCHNAME,GROUPID,GROUPNAME,OWNERID,OWNERNAME,WEALTHADVISOR_NAME,SCHEMEID,SCHEMENAME,executionPriority
CL0007,ACC0007,02-01-2024,02-04-2024,TDO,TDO transaction,Equity,Equity Share,Listed Equity,IN3854848876,RELIAN92,RELIANCE,NSE,HDFC_SEC,NSDL,DP001,CL0018,ICICI,AC185791,492,1476.26,726.32,130.74,1476.26,726319.92,181.58,02-04-2024,1476.26,726319.92,1089.48,130.74,TXN23986011,Generated transaction,521206,02-01-2024,PF2,02-04-2024,02-04-2024,0,RELIANCE,RELIANCE LTD,0,72.63,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,5
CL0015,ACC0015,11/27/2024,11/28/2024,DIO,DIO transaction,Equity,Equity Share,Listed Equity,IN0251210775,ADANIP11,ADANIPORTS,BSE,ZERODHA,NSDL,DP001,CL0014,AXIS,AC290060,20,2469.97,49.4,8.89,2469.97,49399.4,12.35,11/28/2024,2469.97,49399.4,74.1,8.89,TXN39529805,Generated transaction,120126,11/27/2024,PF5,11/28/2024,11/28/2024,0,ADANIPORTS,ADANIPORTS LTD,0,4.94,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,5
CL0012,ACC0012,05-08-2024,05-09-2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN8366766541,BAJAJF53,BAJAJFINSV,BSE,UPSTOX,NSDL,DP001,CL0012,HDFC,AC215498,52,2453.75,127.59,22.97,2453.75,127595,31.9,05-09-2024,2453.75,127595,191.39,22.97,TXN96794094,Generated transaction,910406,05-08-2024,PF5,05-09-2024,05-09-2024,0,BAJAJFINSV,BAJAJFINSV LTD,0,12.76,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,1
CL0008,ACC0008,5/16/2024,5/18/2024,E01,E01 transaction,Equity,Equity Share,Listed Equity,IN1598735116,TATAST87,TATASTEEL,NSE,HDFC_SEC,NSDL,DP001,CL0006,HDFC,AC831396,88,804.76,70.82,12.75,804.76,70818.88,17.7,5/18/2024,804.76,70818.88,106.23,12.75,TXN97814042,Generated transaction,417238,5/16/2024,PF9,5/18/2024,5/18/2024,0,TATASTEEL,TATASTEEL LTD,0,7.08,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0012,ACC0012,12-03-2024,12-06-2024,E10,E10 transaction,Equity,Equity Share,Listed Equity,IN8366766541,BAJAJF53,BAJAJFINSV,NSE,HDFC_SEC,NSDL,DP001,CL0016,HDFC,AC763884,439,677.78,297.55,53.56,677.78,297545.42,74.39,12-06-2024,677.78,297545.42,446.32,53.56,TXN82417587,Generated transaction,997829,12-03-2024,PF1,12-06-2024,12-06-2024,0,BAJAJFINSV,BAJAJFINSV LTD,0,29.75,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0014,ACC0014,06-10-2024,06-12-2024,DI1,DI1 transaction,Equity,Equity Share,Listed Equity,IN4943174270,DRREDD32,DRREDDY,NSE,HDFC_SEC,NSDL,DP001,CL0013,HDFC,AC985868,230,2616.76,601.85,108.33,2616.76,601854.8,150.46,06-12-2024,2616.76,601854.8,902.78,108.33,TXN72227581,Generated transaction,779692,06-10-2024,PF8,06-12-2024,06-12-2024,0,DRREDDY,DRREDDY LTD,0,60.19,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,2
CL0001,ACC0001,9/18/2024,9/20/2024,MGF,MGF transaction,Equity,Equity Share,Listed Equity,IN2393995769,SUNPHA82,SUNPHARMA,NSE,HDFC_SEC,NSDL,DP001,CL0010,HDFC,AC570630,57,840.42,47.9,8.62,840.42,47903.94,11.98,9/20/2024,840.42,47903.94,71.86,8.62,TXN83360422,Generated transaction,347271,9/18/2024,PF10,9/20/2024,9/20/2024,0,SUNPHARMA,SUNPHARMA LTD,0,4.79,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,2
CL0010,ACC0010,12-01-2024,12-02-2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN6320529325,BAJFIN90,BAJFINANCE,BSE,HDFC_SEC,NSDL,DP001,CL0018,HDFC,AC804320,314,1751.32,549.91,98.98,1751.32,549914.48,137.48,12-02-2024,1751.32,549914.48,824.87,98.98,TXN99014582,Generated transaction,504757,12-01-2024,PF4,12-02-2024,12-02-2024,0,BAJFINANCE,BAJFINANCE LTD,0,54.99,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,4
CL0018,ACC0018,5/22/2024,5/24/2024,DIS,DIS transaction,Equity,Equity Share,Listed Equity,IN4135049358,ADANIE26,ADANIENT,BSE,UPSTOX,NSDL,DP001,CL0016,AXIS,AC867238,168,3084.08,518.13,93.26,3084.08,518125.44,129.53,5/24/2024,3084.08,518125.44,777.19,93.26,TXN85583628,Generated transaction,703609,5/22/2024,PF8,5/24/2024,5/24/2024,0,ADANIENT,ADANIENT LTD,0,51.81,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,4
CL0015,ACC0015,12/18/2024,12/19/2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN4943174270,DRREDD32,DRREDDY,BSE,ICICI_DIRECT,NSDL,DP001,CL0017,HDFC,AC306982,484,2708.76,1311.04,235.99,2708.76,1311039.84,327.76,12/19/2024,2708.76,1311039.84,1966.56,235.99,TXN71259921,Generated transaction,300399,12/18/2024,PF9,12/19/2024,12/19/2024,0,DRREDDY,DRREDDY LTD,0,131.1,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,3
CL0014,ACC0014,10/22/2024,10/25/2024,Sl+,Sl+ transaction,Equity,Equity Share,Listed Equity,IN2393995769,SUNPHA82,SUNPHARMA,BSE,ZERODHA,NSDL,DP001,CL0007,AXIS,AC246925,93,2262.53,210.42,37.87,2262.53,210415.29,52.6,10/25/2024,2262.53,210415.29,315.62,37.87,TXN93947489,Generated transaction,275910,10/22/2024,PF10,10/25/2024,10/25/2024,0,SUNPHARMA,SUNPHARMA LTD,0,21.04,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Dividend,1
CL0010,ACC0010,4/16/2024,4/19/2024,D10,D10 transaction,Equity,Equity Share,Listed Equity,IN0553982507,GRASIM90,GRASIM,NSE,ZERODHA,NSDL,DP001,CL0003,SBI,AC928170,394,2915.32,1148.64,206.75,2915.32,1148636.08,287.16,4/19/2024,2915.32,1148636.08,1722.95,206.75,TXN12485274,Generated transaction,119943,4/16/2024,PF8,4/19/2024,4/19/2024,0,GRASIM,GRASIM LTD,0,114.86,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0004,ACC0004,4/24/2024,4/27/2024,E01,E01 transaction,Equity,Equity Share,Listed Equity,IN2187594516,BRITAN79,BRITANNIA,NSE,UPSTOX,NSDL,DP001,CL0008,AXIS,AC978439,28,381.34,10.68,1.92,381.34,10677.52,2.67,4/27/2024,381.34,10677.52,16.02,1.92,TXN90193501,Generated transaction,599271,4/24/2024,PF9,4/27/2024,4/27/2024,0,BRITANNIA,BRITANNIA LTD,0,1.07,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,5
CL0014,ACC0014,1/13/2024,1/16/2024,OI1,OI1 transaction,Equity,Equity Share,Listed Equity,IN7956941705,WIPRO80,WIPRO,NSE,ICICI_DIRECT,NSDL,DP001,CL0003,SBI,AC627539,331,1983.33,656.48,118.17,1983.33,656482.23,164.12,1/16/2024,1983.33,656482.23,984.72,118.17,TXN20222951,Generated transaction,793693,1/13/2024,PF7,1/16/2024,1/16/2024,0,WIPRO,WIPRO LTD,0,65.65,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,2
CL0015,ACC0015,4/26/2024,4/28/2024,E23,E23 transaction,Equity,Equity Share,Listed Equity,IN3268679493,ITC34,ITC,NSE,HDFC_SEC,NSDL,DP001,CL0003,HDFC,AC682718,136,2659.51,361.69,65.1,2659.51,361693.36,90.42,4/28/2024,2659.51,361693.36,542.54,65.1,TXN45870657,Generated transaction,666688,4/26/2024,PF2,4/28/2024,4/28/2024,0,ITC,ITC LTD,0,36.17,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,4
CL0012,ACC0012,7/13/2024,7/15/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN1457744114,ONGC38,ONGC,NSE,ZERODHA,NSDL,DP001,CL0002,ICICI,AC359173,428,3399.95,1455.18,261.93,3399.95,1455178.6,363.79,7/15/2024,3399.95,1455178.6,2182.77,261.93,TXN67142569,Generated transaction,376364,7/13/2024,PF4,7/15/2024,7/15/2024,0,ONGC,ONGC LTD,0,145.52,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,4
CL0004,ACC0004,5/25/2024,5/27/2024,Cs+,Cs+ transaction,Equity,Equity Share,Listed Equity,IN1251268442,EICHER98,EICHERMOT,BSE,ZERODHA,NSDL,DP001,CL0013,HDFC,AC376330,301,175.16,52.72,9.49,175.16,52723.16,13.18,5/27/2024,175.16,52723.16,79.08,9.49,TXN80097314,Generated transaction,113956,5/25/2024,PF6,5/27/2024,5/27/2024,0,EICHERMOT,EICHERMOT LTD,0,5.27,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,2
CL0004,ACC0004,11-12-2024,11/15/2024,MGE,MGE transaction,Equity,Equity Share,Listed Equity,IN7466950308,ICICIB51,ICICIBANK,BSE,ZERODHA,NSDL,DP001,CL0018,ICICI,AC914576,207,1675.26,346.78,62.42,1675.26,346778.82,86.69,11/15/2024,1675.26,346778.82,520.17,62.42,TXN69645776,Generated transaction,598373,11-12-2024,PF9,11/15/2024,11/15/2024,0,ICICIBANK,ICICIBANK LTD,0,34.68,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,5
CL0003,ACC0003,11/25/2024,11/27/2024,NF-,NF- transaction,Equity,Equity Share,Listed Equity,IN4135049358,ADANIE26,ADANIENT,BSE,UPSTOX,NSDL,DP001,CL0017,SBI,AC385862,246,3434.92,844.99,152.1,3434.92,844990.32,211.25,11/27/2024,3434.92,844990.32,1267.49,152.1,TXN25063081,Generated transaction,429497,11/25/2024,PF10,11/27/2024,11/27/2024,0,ADANIENT,ADANIENT LTD,0,84.5,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,4
CL0004,ACC0004,04-09-2024,04-12-2024,MGE,MGE transaction,Equity,Equity Share,Listed Equity,IN3538923239,AMBUJA51,AMBUJACEM,BSE,ICICI_DIRECT,NSDL,DP001,CL0010,AXIS,AC614038,465,2076.58,965.61,173.81,2076.58,965609.7,241.4,04-12-2024,2076.58,965609.7,1448.41,173.81,TXN75623429,Generated transaction,417429,04-09-2024,PF4,04-12-2024,04-12-2024,0,AMBUJACEM,AMBUJACEM LTD,0,96.56,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Balanced,4
CL0011,ACC0011,03-07-2024,03-10-2024,NF-,NF- transaction,Equity,Equity Share,Listed Equity,IN4023679652,ULTRAC90,ULTRACEMCO,NSE,ZERODHA,NSDL,DP001,CL0017,AXIS,AC855790,471,1822.95,858.61,154.55,1822.95,858609.45,214.65,03-10-2024,1822.95,858609.45,1287.91,154.55,TXN16669486,Generated transaction,939818,03-07-2024,PF4,03-10-2024,03-10-2024,0,ULTRACEMCO,ULTRACEMCO LTD,0,85.86,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,1
CL0002,ACC0002,03-03-2024,03-06-2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN9581442729,INDUSI10,INDUSINDBK,BSE,ICICI_DIRECT,NSDL,DP001,CL0013,HDFC,AC231405,482,1146.08,552.41,99.43,1146.08,552410.56,138.1,03-06-2024,1146.08,552410.56,828.62,99.43,TXN71990274,Generated transaction,210755,03-03-2024,PF1,03-06-2024,03-06-2024,0,INDUSINDBK,INDUSINDBK LTD,0,55.24,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,3
CL0013,ACC0013,11/25/2024,11/27/2024,PRF,PRF transaction,Equity,Equity Share,Listed Equity,IN0137278838,NESTLE12,NESTLEIND,NSE,UPSTOX,NSDL,DP001,CL0012,ICICI,AC919934,479,1060.59,508.02,91.44,1060.59,508022.61,127.01,11/27/2024,1060.59,508022.61,762.03,91.44,TXN72146979,Generated transaction,279517,11/25/2024,PF1,11/27/2024,11/27/2024,0,NESTLEIND,NESTLEIND LTD,0,50.8,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,2
CL0017,ACC0017,11/16/2024,11/17/2024,TDI,TDI transaction,Equity,Equity Share,Listed Equity,IN2187594516,BRITAN79,BRITANNIA,NSE,ZERODHA,NSDL,DP001,CL0004,AXIS,AC523248,208,1803.81,375.19,67.53,1803.81,375192.48,93.8,11/17/2024,1803.81,375192.48,562.79,67.53,TXN75451660,Generated transaction,372112,11/16/2024,PF10,11/17/2024,11/17/2024,0,BRITANNIA,BRITANNIA LTD,0,37.52,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,3
CL0009,ACC0009,08-05-2024,08-07-2024,MGE,MGE transaction,Equity,Equity Share,Listed Equity,IN3860394827,DABUR52,DABUR,NSE,ZERODHA,NSDL,DP001,CL0018,HDFC,AC131817,210,354.49,74.44,13.4,354.49,74442.9,18.61,08-07-2024,354.49,74442.9,111.66,13.4,TXN03196024,Generated transaction,438465,08-05-2024,PF3,08-07-2024,08-07-2024,0,DABUR,DABUR LTD,0,7.44,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,5
CL0005,ACC0005,5/30/2024,06-02-2024,CS-,CS- transaction,Equity,Equity Share,Listed Equity,IN1457744114,ONGC38,ONGC,BSE,ZERODHA,NSDL,DP001,CL0012,ICICI,AC914779,100,2697.34,269.73,48.55,2697.34,269734,67.43,06-02-2024,2697.34,269734,404.6,48.55,TXN47664056,Generated transaction,274106,5/30/2024,PF1,06-02-2024,06-02-2024,0,ONGC,ONGC LTD,0,26.97,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,1
CL0001,ACC0001,10/13/2024,10/15/2024,TDO,TDO transaction,Equity,Equity Share,Listed Equity,IN0553982507,GRASIM90,GRASIM,BSE,ICICI_DIRECT,NSDL,DP001,CL0008,ICICI,AC081141,366,725.51,265.54,47.8,725.51,265536.66,66.38,10/15/2024,725.51,265536.66,398.3,47.8,TXN34129474,Generated transaction,500841,10/13/2024,PF6,10/15/2024,10/15/2024,0,GRASIM,GRASIM LTD,0,26.55,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,1
CL0008,ACC0008,1/13/2024,1/16/2024,CS-,CS- transaction,Equity,Equity Share,Listed Equity,IN3268679493,ITC34,ITC,BSE,ICICI_DIRECT,NSDL,DP001,CL0016,AXIS,AC884855,223,1918.4,427.8,77,1918.4,427803.2,106.95,1/16/2024,1918.4,427803.2,641.7,77,TXN15676376,Generated transaction,966618,1/13/2024,PF6,1/16/2024,1/16/2024,0,ITC,ITC LTD,0,42.78,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,1
CL0003,ACC0003,05-02-2024,05-04-2024,D10,D10 transaction,Equity,Equity Share,Listed Equity,IN7466950308,ICICIB51,ICICIBANK,BSE,HDFC_SEC,NSDL,DP001,CL0008,HDFC,AC278939,206,303.42,62.5,11.25,303.42,62504.52,15.63,05-04-2024,303.42,62504.52,93.76,11.25,TXN82114031,Generated transaction,937931,05-02-2024,PF10,05-04-2024,05-04-2024,0,ICICIBANK,ICICIBANK LTD,0,6.25,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Balanced,3
CL0018,ACC0018,12-10-2024,12/13/2024,RDO,RDO transaction,Equity,Equity Share,Listed Equity,IN0316772907,SHREEC14,SHREECEM,BSE,HDFC_SEC,NSDL,DP001,CL0003,HDFC,AC252706,55,1492.33,82.08,14.77,1492.33,82078.15,20.52,12/13/2024,1492.33,82078.15,123.12,14.77,TXN78226303,Generated transaction,287326,12-10-2024,PF5,12/13/2024,12/13/2024,0,SHREECEM,SHREECEM LTD,0,8.21,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Growth,3
CL0004,ACC0004,5/14/2024,5/15/2024,D10,D10 transaction,Equity,Equity Share,Listed Equity,IN4023679652,ULTRAC90,ULTRACEMCO,BSE,HDFC_SEC,NSDL,DP001,CL0007,SBI,AC405513,164,792.14,129.91,23.38,792.14,129910.96,32.48,5/15/2024,792.14,129910.96,194.87,23.38,TXN50431348,Generated transaction,856623,5/14/2024,PF9,5/15/2024,5/15/2024,0,ULTRACEMCO,ULTRACEMCO LTD,0,12.99,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,1
CL0012,ACC0012,11/15/2024,11/18/2024,OI1,OI1 transaction,Equity,Equity Share,Listed Equity,IN6541157833,BHARTI35,BHARTIARTL,BSE,UPSTOX,NSDL,DP001,CL0010,HDFC,AC765622,258,1235.7,318.81,57.39,1235.7,318810.6,79.7,11/18/2024,1235.7,318810.6,478.22,57.39,TXN77883971,Generated transaction,776807,11/15/2024,PF8,11/18/2024,11/18/2024,0,BHARTIARTL,BHARTIARTL LTD,0,31.88,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0002,ACC0002,08-09-2024,08-11-2024,SQS,SQS transaction,Equity,Equity Share,Listed Equity,IN3860394827,DABUR52,DABUR,NSE,UPSTOX,NSDL,DP001,CL0011,SBI,AC167435,459,2128.9,977.17,175.89,2128.9,977165.1,244.29,08-11-2024,2128.9,977165.1,1465.75,175.89,TXN96250572,Generated transaction,988680,08-09-2024,PF5,08-11-2024,08-11-2024,0,DABUR,DABUR LTD,0,97.72,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,1
CL0008,ACC0008,11/30/2024,12-03-2024,DIO,DIO transaction,Equity,Equity Share,Listed Equity,IN6541157833,BHARTI35,BHARTIARTL,NSE,ZERODHA,NSDL,DP001,CL0012,ICICI,AC825969,49,3487.63,170.89,30.76,3487.63,170893.87,42.72,12-03-2024,3487.63,170893.87,256.34,30.76,TXN64068341,Generated transaction,584341,11/30/2024,PF1,12-03-2024,12-03-2024,0,BHARTIARTL,BHARTIARTL LTD,0,17.09,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,4
CL0010,ACC0010,05-03-2024,05-06-2024,CUS,CUS transaction,Equity,Equity Share,Listed Equity,IN7571799753,KOTAKB98,KOTAKBANK,BSE,ICICI_DIRECT,NSDL,DP001,CL0007,HDFC,AC400935,32,2310.52,73.94,13.31,2310.52,73936.64,18.48,05-06-2024,2310.52,73936.64,110.9,13.31,TXN54297834,Generated transaction,200639,05-03-2024,PF3,05-06-2024,05-06-2024,0,KOTAKBANK,KOTAKBANK LTD,0,7.39,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,5
CL0008,ACC0008,10-05-2024,10-07-2024,Cs+,Cs+ transaction,Equity,Equity Share,Listed Equity,IN4816963613,SBIN30,SBIN,BSE,ZERODHA,NSDL,DP001,CL0008,AXIS,AC805347,146,2295.91,335.2,60.34,2295.91,335202.86,83.8,10-07-2024,2295.91,335202.86,502.8,60.34,TXN10600896,Generated transaction,722783,10-05-2024,PF2,10-07-2024,10-07-2024,0,SBIN,SBIN LTD,0,33.52,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,1
CL0016,ACC0016,2/29/2024,03-03-2024,MGE,MGE transaction,Equity,Equity Share,Listed Equity,IN2216702388,TITAN45,TITAN,NSE,HDFC_SEC,NSDL,DP001,CL0014,AXIS,AC786795,120,1113.18,133.58,24.04,1113.18,133581.6,33.4,03-03-2024,1113.18,133581.6,200.37,24.04,TXN28373115,Generated transaction,322347,2/29/2024,PF10,03-03-2024,03-03-2024,0,TITAN,TITAN LTD,0,13.36,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,1
CL0006,ACC0006,1/17/2024,1/20/2024,BY-,BY- transaction,Equity,Equity Share,Listed Equity,IN3816830313,ASIANP72,ASIANPAINT,NSE,ICICI_DIRECT,NSDL,DP001,CL0002,SBI,AC374692,347,2265.86,786.25,141.53,2265.86,786253.42,196.56,1/20/2024,2265.86,786253.42,1179.38,141.53,TXN55833228,Generated transaction,817923,1/17/2024,PF7,1/20/2024,1/20/2024,0,ASIANPAINT,ASIANPAINT LTD,0,78.63,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Dividend,2
CL0018,ACC0018,5/13/2024,5/16/2024,SQB,SQB transaction,Equity,Equity Share,Listed Equity,IN4816963613,SBIN30,SBIN,NSE,ZERODHA,NSDL,DP001,CL0008,ICICI,AC442695,145,132.78,19.25,3.47,132.78,19253.1,4.81,5/16/2024,132.78,19253.1,28.88,3.47,TXN44432794,Generated transaction,341644,5/13/2024,PF1,5/16/2024,5/16/2024,0,SBIN,SBIN LTD,0,1.93,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,4
CL0012,ACC0012,1/23/2024,1/25/2024,RDO,RDO transaction,Equity,Equity Share,Listed Equity,IN6555954761,INFY25,INFY,BSE,HDFC_SEC,NSDL,DP001,CL0002,HDFC,AC649186,105,2905.85,305.11,54.92,2905.85,305114.25,76.28,1/25/2024,2905.85,305114.25,457.67,54.92,TXN62582450,Generated transaction,402653,1/23/2024,PF3,1/25/2024,1/25/2024,0,INFY,INFY LTD,0,30.51,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Balanced,5
CL0012,ACC0012,1/18/2024,1/19/2024,CSI,CSI transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,NSE,HDFC_SEC,NSDL,DP001,CL0013,HDFC,AC694144,7,1604.81,11.23,2.02,1604.81,11233.67,2.81,1/19/2024,1604.81,11233.67,16.85,2.02,TXN53292374,Generated transaction,201221,1/18/2024,PF1,1/19/2024,1/19/2024,0,JSWSTEEL,JSWSTEEL LTD,0,1.12,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,4
CL0014,ACC0014,06-10-2024,06-11-2024,E22,E22 transaction,Equity,Equity Share,Listed Equity,IN2233309783,JSWSTE51,JSWSTEEL,NSE,UPSTOX,NSDL,DP001,CL0018,AXIS,AC143099,309,2040.87,630.63,113.51,2040.87,630628.83,157.66,06-11-2024,2040.87,630628.83,945.94,113.51,TXN99073316,Generated transaction,484659,06-10-2024,PF4,06-11-2024,06-11-2024,0,JSWSTEEL,JSWSTEEL LTD,0,63.06,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,2,Dividend,5
CL0009,ACC0009,6/19/2024,6/20/2024,E23,E23 transaction,Equity,Equity Share,Listed Equity,IN3816830313,ASIANP72,ASIANPAINT,BSE,HDFC_SEC,NSDL,DP001,CL0016,HDFC,AC130333,189,991.68,187.43,33.74,991.68,187427.52,46.86,6/20/2024,991.68,187427.52,281.14,33.74,TXN18394657,Generated transaction,818989,6/19/2024,PF8,6/20/2024,6/20/2024,0,ASIANPAINT,ASIANPAINT LTD,0,18.74,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,1,Growth,1
CL0011,ACC0011,11-09-2024,11-12-2024,TDO,TDO transaction,Equity,Equity Share,Listed Equity,IN9474858099,HCLTEC12,HCLTECH,BSE,ICICI_DIRECT,NSDL,DP001,CL0005,AXIS,AC870085,55,3344.56,183.95,33.11,3344.56,183950.8,45.99,11-12-2024,3344.56,183950.8,275.93,33.11,TXN37971882,Generated transaction,824007,11-09-2024,PF3,11-12-2024,11-12-2024,0,HCLTECH,HCLTECH LTD,0,18.4,0,RM01,Relationship Manager,ADV01,Advisor Name,BR01,Main Branch,GRP1,Premium,OWN1,Owner Name,Wealth Advisor,3,Growth,3
